NodeID5,Question,,NodeID6,Groundtruth
fa1112,"I've been working on a HACCP model for raw, intact wild-caught catfish products. I've already established written Sanitation Standard Operating Procedures (SOPs) to minimize cross-contamination risks and ensure compliance with hygiene standards. What should I do next in the Hazard Control Workflow?",,fa1113,Temperature Monitoring Procedures
fa1113,I've been working on the HACCP Model for Raw Intact Wild-caught Catfish Products and have completed monitoring and documenting product and processing area temperatures to ensure compliance with federal food safety guidelines. What should my next step be in the Hazard Control Workflow?,,fa110,End
fa1121,I'm working on the HACCP model for raw intact wild-caught catfish products and have just completed swab tests in processing areas to check for contamination. What should I do next in the environmental monitoring workflow?,,fa1112,Sanitation SOPs Implementation
fa1112,"I encountered an issue with the HACCP model for raw, intact, wild-caught catfish products. While working on the environmental monitoring workflow, I have completed establishing written sanitation standard operating procedures (SOPs) to minimize cross-contamination risks and ensure compliance with hygiene standards. What should I do next?",,fa1123,Corrective Action Documentation
fa1123,I've been working on the HACCP Model for Raw Intact Wild-caught Catfish Products and have completed recording and implementing corrective actions based on environmental monitoring results. What steps should I take next?,,fa110,End
fa1131,"I've encountered a problem with the HACCP Model for Raw Intact Wild-caught Catfish Products. In the Process Optimization Workflow, I've completed sorting and sizing the products to meet packaging specifications. What should I do next?",,fa1113,Temperature Monitoring Procedures
fa1113,I've encountered an issue with the HACCP Model for Raw Intact Wild-caught Catfish Products. I've already finished monitoring and documenting the temperatures of both the product and the processing area to ensure compliance with federal food safety guidelines. What should I do next in the Process Optimization Workflow?,,fa1133,Process Adjustment
fa1133,"I've been working on optimizing the process for the HACCP model for raw, intact wild-caught catfish products. I've already adjusted the processing parameters to improve efficiency and meet the critical control points. What should I do next?",,fa110,End
fa1211,"I've encountered an issue with the HACCP model for raw, intact farm-raised catfish products. In the raw catfish processing workflow, I've completed the step of inspecting incoming farm-raised catfish for compliance with quality and safety requirements. What should I do next?",,fa1212,Sanitation SOP Implementation
fa1212,I've completed the step of establishing and following written Sanitation Standard Operating Procedures (SOPs) to minimize cross-contamination risks and ensure hygienic conditions throughout the process for raw catfish. What should I do next in the HACCP model for raw intact farm-raised catfish products?,,fa1213,Temperature Control
fa1213,"I've encountered an issue with the HACCP Model for Raw Intact Farm-raised Catfish Products. In the Raw Catfish Processing Workflow, I've already completed monitoring and documenting the processing area and product temperatures to comply with federal food safety guidelines. What should I do next?",,fa1214,Foreign Material Control
fa1214,I've been working on the HACCP model for raw intact farm-raised catfish products and have just finished using metal detection devices and conducting physical inspections to prevent foreign material contamination. What should I do next in the raw catfish processing workflow?,,fa120,End
fa1221,"I've been working on the HACCP Model for Raw Intact Farm-raised Catfish Products, specifically focusing on the Packaging Material Handling Workflow. I've already completed the step of storing packaging materials in a clean and dry environment to prevent contamination. What should I do next?",,fa1212,Sanitation SOP Implementation
