NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fc033,Dispute Resolution Workflow,Condition Report Completion,Lodgement of Bond with NSW Fair Trading,Bond Refund Claim Process,Application to NCAT,END,,,,1
fc041,Rent Increase Workflow,Providing Correct Notice of Rent Increase,Permitted Frequency of Rent Increases,Notice Delivery Requirements,Negotiating Rent Increases,END,,,,1
fc042,Excessive Rent Dispute Workflow,Gathering Evidence,Applying to NCAT,Tribunal Decision,END,,,,,1
fc043,Dispute Resolution Workflow,Providing Correct Notice of Rent Increase,Applying to NCAT,Resolving Incorrect Notices,END,,,,,1
fc051,Rent Arrears Workflow,Rent Arrears Check,Negotiation for Repayment Plan,Non-Payment Termination Notice,Application to NCAT,END,,,,1
fc052,Utility Arrears Workflow,Utility Arrears Check,Rent Arrears Check,Non-Payment Termination Notice,Negotiation for Repayment Plan,END,,,,1
fc053,Dispute Resolution Workflow,Application to NCAT,Conciliation at NCAT Hearing,Presentation of Evidence,Tribunal Decision,END,,,,1
fc061,Urgent Repairs Workflow,Reporting Repairs to Landlord/Agent,Contacting Service Providers,Arranging Repairs Independently,Application to NCAT,END,,,,1
fc062,Non-Urgent Repairs Workflow,Reporting Repairs to Landlord/Agent,Negotiating Repairs,Rent Reduction for Disrepair,Application to NCAT,END,,,,1
fc063,Dispute Resolution Workflow,Application to NCAT,Compensation Claims,Tribunal Orders for Repairs,Rectification Orders from NSW Fair Trading,END,,,,1
fc071,Security Maintenance Workflow,Reporting Security Issues to the Landlord/Agent,Installation of Reasonable Security,Changing Locks with Reasonable Excuse,Providing Copies of Keys,END,,,,1
fc072,Tribunal Application Workflow,Application to NCAT for Orders,Presenting Evidence for Inadequate Security,Tribunal Decision on Security Standards,Compensation for Security Failures,END,,,,1
fc073,Security Compensation Workflow,Application to NCAT for Orders,Rent Reduction Due to Insecurity,Compensation for Losses,Orders for Security Improvements,END,,,,1
fc081,Landlord Entry Workflow,Entry with Tenant Consent,Providing Notice for Entry,Limits to Entry Without Consent,Entry for Specific Purposes,END,,,,1
fc082,Privacy Breach Resolution Workflow,Tenantï¼Šs Rights to Privacy,Providing Notice for Entry,Interference with Privacy,Application to NCAT,END,,,,1
fc083,Dispute Resolution Workflow,Application to NCAT,Seeking Compensation,Termination of Tenancy,END,,,,,1
fc091,Termination Without a Reason Workflow,Issuance of Termination Notice,Notice Period,Vacating the Premises,END,,,,,1
fc092,Breach of Agreement Workflow,Issuance of Termination Notice,Application to NCAT,Resolution of Breach,Vacating the Premises,END,,,,1
fc093,Domestic Violence Workflow,Issuance of Termination Notice,Immediate Termination,Application to NCAT,Vacating the Premises,END,,,,1
fc101,Termination Without Grounds Workflow,Issuance of Termination Notice,Minimum Notice Period,Application to NCAT,Vacating the Premises,END,,,,1
fc102,Termination for Breach Workflow,Issuance of Termination Notice,Remedying the Breach,Application to NCAT,Vacating the Premises,END,,,,1
fc103,Retaliatory Eviction Workflow,Issuance of Termination Notice,Challenging the Notice,Application to NCAT,END,,,,,1
fc104,Hardship Termination Workflow,Application to NCAT for Hardship,Tribunal Consideration of Hardship,Vacating the Premises,END,,,,,1
fc111,Breach of Agreement Workflow,Identifying a Breach,Application to NCAT,Issuance of Tribunal Orders,Renewing an Application,END,,,,1
fc112,Termination Workflow,Issuance of Tribunal Orders,Application to NCAT,Eviction Enforcement,END,,,,,1
fc113,Bond Dispute Workflow,Lodging a Bond Dispute,Application to NCAT,Issuance of Tribunal Orders,END,,,,,1
fc114,Hearing Workflow,Preparing for the Hearing,Issuance of Tribunal Orders,Renewing an Application,END,,,,,1
fc121,Fixed-Term Tenancy Workflow,Issuance of DV Termination Notice,Application to NCAT,Transfer of Tenancy,Changing the Locks,END,,,,1
fc122,Periodic Tenancy Workflow,Issuance of DV Termination Notice,Application to NCAT,21-Day Termination Notice,Remaining Co-Tenant Obligations,END,,,,1
fc123,Sub-Tenant Workflow,Issuance of DV Termination Notice,Application to NCAT,Request for Bond Payment,END,,,,,1
fc124,Domestic Violence Protection Workflow,Changing the Locks,Seeking AVOs,Landlord Obligations in DV Cases,END,,,,,1
fc131,Dispute Resolution Workflow,Mediation by NSW Fair Trading,Application to NCAT,Tribunal Orders,END,,,,,1
fc132,Repairs Workflow,Owners Corporation's Responsibility for Repairs,Tenant's Request to Owners Corporation,Mediation by NSW Fair Trading,Application to NCAT,END,,,,1
fc133,Pet Approval Workflow,Requesting Approval from the Owners Corporation,Application to NCAT,Compliance with By-Laws,END,,,,,1
fc134,By-Laws Compliance Workflow,Owners Corporation's Responsibility for Repairs,Tenant's Request to Owners Corporation,Enforcing By-Laws,END,,,,,1
fc141,Eviction Workflow,Providing Written Notice to Leave,Application to NCAT,Contacting Local Council,END,,,,,1
fc142,Dispute Resolution Workflow,Application to NCAT,Settling Disputes through Conciliation,Seeking Legal Advice,END,,,,,1
fc143,Repairs and Maintenance Workflow,Reporting Repairs to Landlord,Contacting Local Council,Seeking Legal Advice,END,,,,,1
fc144,Termination Workflow,Providing Written Notice to Leave,Removing Personal Belongings,Ensuring Bond Refund,END,,,,,1
fc151,Sub-Tenant Workflow,Signing a Written Agreement,Providing Written Notice,Application to NCAT,END,,,,,1
fc152,Co-Tenant Workflow,Co-Tenants' Shared Liability,Providing Written Notice,Resolving Disputes Through Mediation,END,,,,,1
fc153,Boarder/Lodger Workflow,Providing Written Notice,Contacting Local Tenants' Advocacy Services,Application to NCAT,END,,,,,1
fc161,Breach of Agreement Workflow,Identifying the Breach,Issuance of Termination Notice,Application to NCAT,Vacating the Premises,END,,,,1
fc162,Rent Increase Workflow,Rent Increase Notification,Issuance of Termination Notice,Vacating the Premises,END,,,,,1
fc163,Extraordinary Grounds Workflow,Grounds for Termination,Issuance of Termination Notice,Vacating the Premises,END,,,,,1
fc164,Premises Unusable Workflow,Condition of Premises,Immediate Termination Notice,Application to NCAT,Vacating the Premises,END,,,,1
fc171,Discrimination Complaint Workflow,Identifying Discrimination,Making a Complaint to ADB or AHRC,Conciliation Process,Tribunal Proceedings at NCAT or FCC,END,,,,1
fc172,Harassment Workflow,Identifying Discrimination,Making a Complaint to ADB or AHRC,Seeking Compensation,END,,,,,1
fc173,Legal Advice Workflow,Seeking Legal Advice,Filing Formal Complaints,Tribunal Proceedings at NCAT or FCC,END,,,,,1
fc181,Transfer Workflow,Requesting Consent from Landlord,Providing Written Consent,Application to NCAT,Changing Bond Details,END,,,,1
fc182,Sub-Letting Workflow,Preparing a Sub-Letting Agreement,Requesting Consent from Landlord,Providing Written Consent,Application to NCAT,Rights and Obligations of Head-Tenants and Sub-Tenants,END,,,1
fc183,Bond Handling Workflow,Payment of Bond,Depositing the Bond,Rights and Obligations of Head-Tenants and Sub-Tenants,END,,,,,1
fc191,Tenant Listing Workflow,Listing Requirements,Notifying Tenants of Intended Listing,Making a Listing in Tenant Database,END,,,,,1
fc192,Access Workflow,Finding Out About a Listing,Contacting Database Operators,Accessing Information for Free,END,,,,,1
fc193,Amendments and Removal Workflow,Identifying Errors in Listings,Contacting Database Operators,Application to NCAT for Disputes,END,,,,,1
fc194,Dispute Resolution Workflow,Initiating a Complaint with NCAT,Application to NCAT for Disputes,Seeking Legal Advice,END,,,,,1
fc201,Installation Workflow,Landlordï¼Šs Responsibility to Install Smoke Alarms,Location and Type of Smoke Alarms,Replacement of Old Smoke Alarms,END,,,,,1
fc202,Maintenance Workflow,Annual Maintenance by Landlords,Tenantï¼Šs Obligation to Notify Issues,Reimbursement for Maintenance Expenses,END,,,,,1
fc203,Notification Workflow,Tenantï¼Šs Obligation to Notify Issues,Communication in Writing,Landlordï¼Šs Access to Premises,END,,,,,1
fc204,Battery Replacement Workflow,Landlordï¼Šs Responsibility to Install Smoke Alarms,Tenantï¼Šs Obligation to Notify Issues,Tenantï¼Šs Role in Replacement,END,,,,,1
fc205,Dispute Workflow,Application to NCAT,Preventing Interference with Smoke Alarms,Seeking Legal Advice,END,,,,,1
fc211,Mortgage Default Workflow,Receiving a Demand for Rent,Negotiating with Mortgagee,Providing Written Notice to Vacate,END,,,,,1
fc212,Eviction by Sheriff Workflow,Court Order for Possession,Providing Written Notice to Vacate,Vacating the Premises,END,,,,,1
fc213,Dispute Resolution Workflow,Application to Supreme Court or NCAT,Preparing Legal Documentation,Seeking Legal Advice,END,,,,,1
fc214,Bond Recovery Workflow,Lodging a Bond Claim,Application to Supreme Court or NCAT,Reclaiming Overpaid Rent,END,,,,,1
fc215,Negotiation Workflow,Discussing Terms with Mortgagee,Formalizing Agreements,Application to Supreme Court or NCAT,END,,,,,1
fc221,Rent Reduction Workflow,Negotiating Rent Reduction with Landlord,Applying to NCAT,Recovering Overpaid Rent,END,,,,,1
fc222,Repairs Workflow,Reporting Damage to Landlord,Handling Urgent Repairs,Applying to NCAT,END,,,,,1
fc223,Compensation Workflow,Documenting Losses,Applying to NCAT,Limits on Compensation,END,,,,,1
fc224,Termination Workflow,Providing Immediate Termination Notices,Moving Out and Returning Keys,Handling Tribunal Disputes,END,,,,,1
fc225,Safety and Damage Workflow,Keeping Out of Unsafe Premises,Handling Urgent Repairs,Protecting Property from Further Damage,END,,,,,1
fc231,Utility Repairs Workflow,Tenant's Obligation to Notify Landlord of Repairs,Landlord's Responsibility for Utility Repairs,Emergency Actions,END,,,,,1
fc232,Maintenance Workflow,Tenant's Obligation to Notify Landlord of Repairs,Routine Inspections by Landlord,Shared Responsibility for Costs,END,,,,,1
fc233,Utility Supply Workflow,Landlord's Responsibility for Initial Setup,Tenant's Responsibility for Consumption Charges,Landlord's Responsibility for Utility Repairs,END,,,,,1
fc234,Disputes Workflow,Application to NCAT for Disputes,Seeking Ombudsman Support,Negotiating Resolution,END,,,,,1
fc235,Rent Reduction Workflow,Applying for Rent Reduction,Application to NCAT for Disputes,Documenting Utility Outages,END,,,,,1
fc241,Immediate Response to Mould,Notify Landlord of Mould Issues,Mitigate Losses,Keep Records of Communication,END,,,,,1
fc242,Seeking Repairs,Notify Landlord of Mould Issues,Apply for Tribunal Orders,Request Rent Reduction,END,,,,,1
fc243,Claiming Compensation,Provide Evidence of Mould,Apply for Tribunal Orders,Attend Tribunal Hearing,END,,,,,1
fc244,Leaving the Premises,Notify Landlord of Termination,Mitigate Losses,Request Rent Refund,END,,,,,1
fc251,Goods Disposal Workflow,Providing Notice of Disposal,Disposal of Perishable Goods and Rubbish,Disposal Methods for Valuable Goods,END,,,,,1
fc252,Goods Retrieval Workflow,Claiming Goods Before Disposal,Motor Vehicles Special Rules,Responsibility for Collection,END,,,,,1
fc253,Recordkeeping Workflow,Providing Notice of Disposal,Retention Periods for Records,Reporting Excess Money from Sales,END,,,,,1
fc254,Disputes Workflow,Claiming Goods Before Disposal,Application to Tribunal for Goods-Related Disputes,Seeking Compensation,END,,,,,1
fc255,Compensation Workflow,Documenting Unlawful Disposal,Application to Tribunal for Goods-Related Disputes,Excess Money Allocation,END,,,,,1
fc261,Immediate Response to Hazard,Notify Landlord of Damage or Hazards,Mitigate Risks,Request Air and Dust Reports,END,,,,,1
fc262,Requesting Repairs,Notify Landlord of Damage or Hazards,Apply for Tribunal Orders,Request Rent Reduction,END,,,,,1
fc263,Compensation for Losses,Provide Evidence to Tribunal,Apply for Tribunal Orders,Seek Expert Reports,END,,,,,1
fc264,Leaving the Premises,Notify Landlord of Termination,Return Keys and Document Condition,Request Refund of Overpaid Rent,END,,,,,1
fc271,Disputes Workflow,Notifying the Proprietor of Issues,Application to NCAT for Disputes,Seeking Compensation,END,,,,,1
fc272,Eviction Process Workflow,Providing Valid Notice of Termination,Quiet Enjoyment of Premises,Application to NCAT for Disputes,END,,,,,1
fc273,Repairs Workflow,Notifying the Proprietor of Issues,Proprietor's Responsibility for Repairs,Escalation to NCAT,END,,,,,1
fc274,Occupancy Rights Workflow,Quiet Enjoyment of Premises,Security Deposit Management,Compliance with Occupancy Principles,END,,,,,1
fc281,Premises Access Workflow,Tenantsï¼?Right to Quiet Enjoyment,Landlord's Obligation to Provide Notice,Application to NCAT for Disputes,END,,,,,1
fc282,Sale of Premises Workflow,Landlord's Disclosure Obligation,Providing Written Notice of Termination,Transfer of Agreement to New Landlord,END,,,,,1
fc283,Ending Agreement Workflow,Providing Written Notice of Termination,Termination for Non-Disclosure,Seeking Tribunal Orders,END,,,,,1
fc284,Rights Workflow,Tenantsï¼?Right to Quiet Enjoyment,Limits on Open House Inspections,Protection from Misuse of Images,END,,,,,1
fc285,Compensation Workflow,Documenting Losses,Application to NCAT for Disputes,Compensation for Termination Costs,END,,,,,1
fd011,National Risk Assessment (NRA) Preparation,Conduct Risk Assessment,Stakeholder Engagement,Data Collection and Analysis,END,,,,,1
fd012,Post-NRA Policy Actions,Conduct Risk Assessment,Policy Alignment,Stakeholder Engagement,END,,,,,1
fd021,Risk Analysis Workflow,Conduct Risk Assessment,Data Collection and Analysis,Stakeholder Engagement,END,,,,,1
fd022,Policy Implementation Workflow,Policy Alignment,Stakeholder Engagement,Conduct Risk Assessment,END,,,,,1
fd023,Data Management Workflow,Data Collection and Analysis,Stakeholder Engagement,END,,,,,,1
fd024,Strategic Planning Workflow,Conduct Risk Assessment,Policy Alignment,END,,,,,,1
fd031,Risk Mitigation Workflow,Assess Risk of Terrorist Financing (TF),Develop Proportionate Measures,Engage with Stakeholders,END,,,,,1
fd032,Policy Development Workflow,Assess Risk of Terrorist Financing (TF),Develop Proportionate Measures,END,,,,,,1
fd033,Stakeholder Collaboration Workflow,Engage with Stakeholders,Monitor and Review Compliance,END,,,,,,1
fd034,Monitoring and Supervision Workflow,Monitor and Review Compliance,Assess Risk of Terrorist Financing (TF),END,,,,,,1
fd035,Outreach Workflow,Engage with Stakeholders,Develop Proportionate Measures,END,,,,,,1
fd041,Risk Assessment Workflow,Assess ML/TF Risks,Develop Risk-Based Policies,END,,,,,,1
fd042,Beneficial Ownership Transparency Workflow,Ensure Beneficial Ownership Information,Implement Multi-Pronged Approach,END,,,,,,1
fd043,Policy Development Workflow,Assess ML/TF Risks,Implement Multi-Pronged Approach,END,,,,,,1
fd044,Stakeholder Engagement Workflow,Engage with Stakeholders,Monitor Compliance Measures,END,,,,,,1
fd045,Outreach Workflow,Engage with Stakeholders,Support Capacity Building,END,,,,,,1
fd051,AML Compliance Process for Real Estate,Conduct Due Diligence,Assess Risk Profile,Verify Beneficial Ownership,Submit Suspicious Transaction Report (STR),END,,,,1
fd052,Risk-Based Supervision in Real Estate,Assess Risk Profile,Verify Beneficial Ownership,Submit Suspicious Transaction Report (STR),END,,,,,1
fd053,Onboarding New Clients,Conduct Due Diligence,Verify Beneficial Ownership,Assess Risk Profile,END,,,,,1
